index,tid,loc_name,loc_number,loc_type,address_1,city,state,neighborhood,postal_code,phone_1,phone_2,latitude,longitude,hours_of_operation,services_included,RunDate,InsertUpdateTime,RunID
168,14353,哈尔滨中实汽车销售有限公司,2150106,4S店,黑龙江省哈尔滨市道里区机场路9号,哈尔滨市,黑龙江省,道里区,230102,0451-84305111,0451-84305000,45.706381,126.550951,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
169,14354,齐齐哈尔市中驰汽车销售服务有限公司,2150204,4S店,黑龙江省齐齐哈尔市龙沙区齐富公路6号,齐齐哈尔市,黑龙江省,龙沙区,230202,0452-2331649,0452-2341288,47.321144,123.935027,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
170,14355,哈尔滨哈得力金运汽车销售有限公司,2150113,4S店,黑龙江省哈尔滨市哈同公路与黄家葳子交汇处路西道南,哈尔滨市,黑龙江省,道外区,230104,0451-58567789,0451-58568555,45.777167,126.781126,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
171,14356,哈尔滨金田安达汽车销售服务有限公司,2150100,4S店,哈尔滨市香坊区文昌街236号,哈尔滨市,黑龙江省,香坊区,230110,0451-87553666,0451-87553000,45.773495,126.736802,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
172,14357,北安市中驰顺达汽车销售服务有限责任公司,2151101,4S店,黑龙江省黑河市北安市 汽车产业园区（邮件处理中心南202国道东侧）,黑河市,黑龙江省,北安市,231181,0456-6199922,0456-6195666,48.23833,126.462145,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
173,14358,大庆圆成汽车销售服务有限公司,2150607,4S店,黑龙江省大庆高新区产业一区一层,大庆市,黑龙江省,龙凤区,230603,0459-6348622,0459-6348666,46.562454,125.149197,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
174,14359,大庆奕盈汽车销售服务有限公司,2150606,4S店,黑龙江省大庆市让胡路区北方汽配城中原路58号,大庆市,黑龙江省,让胡路区,230604,0459-6136006,0459-6136000,46.609216,124.894996,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
175,14360,哈尔滨美通中信汽车销售有限责任公司,2150110,4S店,黑龙江省哈尔滨市长江路217号,哈尔滨市,黑龙江省,南岗区,230103,0451-51909911,0451-51909966,45.752855,126.707189,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
176,14361,鹤岗凯华凯达汽车销售服务有限公司,2150302,4S店,黑龙江省鹤岗市东山区东方红乡兴华村,鹤岗市,黑龙江省,向阳区,230402,0468-6121119,0468-6151111,47.329145,130.363747,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
177,14362,佳木斯沪众汽车销售服务有限公司,2150901,4S店,黑龙江省佳木斯市郊区友谊路凯旋加油站南侧,佳木斯市,黑龙江省,郊区,230811,0454-8584473,0454-8239999,46.796857,130.232294,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
178,14363,牡丹江通达汽车销售服务有限公司,2150801,4S店,黑龙江省牡丹江市西安区海浪路189号,牡丹江市,黑龙江省,西安区,231005,0453-6447666,0453-6447555,44.554267,129.587469,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
179,14364,七台河市鑫康瑞汽车销售服务有限公司,2151002,4S店,黑龙江省七台河市桃山区石油大道北侧万宝加油站西,七台河市,黑龙江省,桃山区,230903,0464-8381555,0464-8198888,45.759649,130.987079,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
180,14365,齐齐哈尔市中胜汽车销售服务有限公司,2150205,4S店,黑龙江省齐齐哈尔市铁锋区联通大道297-1号00单元01层01号,齐齐哈尔市,黑龙江省,铁锋区,230204,0452-2786299,0452-2787077,47.344186,124.066318,9:00-18:00,"['自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
181,14366,双鸭山凯华凯达汽车销售服务有限公司,2150401,4S店,黑龙江省双鸭山市集贤县挹娄大道西侧（龙飞小区南）,双鸭山市,黑龙江省,集贤县,230521,0469-6130456,0469-6133000,46.717996,131.162434,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
182,14367,绥化德轩汽车销售有限公司,2151201,4S店,黑龙江省绥化市北林区康庄路西温馨家园小区北,绥化市,黑龙江省,北林区,231202,0455-7850567,0455-7850567,46.654132,126.972854,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:23,46278
183,14368,上海巴士永达汽车销售服务有限公司,2200107,4S店,上海市闵行区吴宝路799号,上海市,上海市,闵行区,310112,021-54476789,021-54476789,31.169458,121.342381,9:00-18:00,"['自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
184,14369,上海百联沪东汽车销售服务有限公司,2201103,4S店,上海市闸北区共和新路3550号,上海市,上海市,静安区,310106,021-51817155,021-51817188,31.300898,121.447394,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
185,14370,上海冠松汽车服务有限公司,2200600,4S店,上海市普陀区真北路3045号甲,上海市,上海市,普陀区,310107,021-52841887,021-63636160,31.272459,121.394085,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
186,14371,上海华隆汽车销售服务有限公司,2201212,4S店,上海市闵行区华江路1366号,上海市,上海市,闵行区,310112,021-62209696,021-62208866,31.22778,121.32604,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
187,14372,上海浦江九隆汽车销售服务有限公司,2201213,4S店,上海市闵行区浦江镇联航路1239号,上海市,上海市,闵行区,310112,021-34666255,021-34666266,31.077612,121.524394,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
188,14373,上海协通众盛汽车服务有限公司,2201410,4S店,上海市嘉定区曹安路4188号,上海市,上海市,嘉定区,310114,021-69593600,021-69593800,31.276596,121.255607,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
189,14374,上海大众汽车金桥销售服务有限公司,2201305,4S店,上海市浦东新区金海路351号,上海市,上海市,浦东新区,310115,021-58541200,021-58549502,31.259864,121.606708,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
190,14375,上海锦江汽车销售服务有限公司,2201000,4S店,上海市徐汇区吴中路259号,上海市,上海市,徐汇区,310104,021-62950255,021-62702100,31.186895,121.414983,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
191,14376,上海天泽汽车销售服务有限公司,2200306,4S店,上海市杨浦区周家嘴路2885号,上海市,上海市,杨浦区,310110,4008840078,021-55801660,31.274116,121.526213,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
192,14377,上海五角场汽车销售服务有限公司,2200300,4S店,上海市杨浦区国和路800号,上海市,上海市,杨浦区,310110,021-55780010,021-55780050,31.316638,121.521298,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
193,14378,上海西上海众达汽车销售服务有限公司,2201406,4S店,上海市嘉定区安亭墨玉路1000号,上海市,上海市,嘉定区,310114,021-59578555,021-59571777,31.284759,121.164328,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
194,14379,上海云峰松江汽车销售服务有限公司,2201600,4S店,上海市松江区茸兴路128号,上海市,上海市,松江区,310117,021-57782626,021-57780022,31.03402,121.251239,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
195,14380,上海弘迈汽车销售服务有限公司,2201210,4S店,上海市青浦区沪青平公路2089号,上海市,上海市,青浦区,310118,021-52263350,021-52262395,31.158942,121.263764,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
196,14381,上海嘉定华毅汽车销售服务有限公司,2201411,4S店,上海市嘉定区沪宜公路3658号,上海市,上海市,嘉定区,310114,021-59525645,021-59536029,31.37302,121.243547,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
197,14382,上海交运起元汽车销售服务有限公司,2201007,4S店,上海市徐汇区龙水南路386号,上海市,上海市,徐汇区,310104,021-54095008,021-54095008,31.153255,121.450782,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
198,14383,上海马陆汽车销售服务有限公司,2201404,4S店,上海市嘉定区马陆镇宝安公路3131号,上海市,上海市,嘉定区,310114,021-59157983,021-59159888,31.332103,121.288643,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
199,14384,上海同际汽车销售服务有限公司,2200309,4S店,上海市浦东新区康桥路888号,上海市,上海市,杨浦区,310110,021-65985588,021-65982598,31.151454,121.56261,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
200,14385,上海永加汽车销售服务有限公司,2201802,4S店,上海市青浦区沪青平公路5528号,上海市,上海市,青浦区,310118,021-69238397,021-69238222,31.137819,121.121074,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
201,14386,上海永增汽车销售服务有限公司,2201309,4S店,上海市浦东新区张杨北路3839号1幢1层,上海市,上海市,浦东新区,310115,021-50671662,021-50671661,31.322134,121.588531,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
202,14387,上海云峰众旭汽车销售服务有限公司,2201503,4S店,上海市金山区亭卫公路2258号,上海市,上海市,金山区,310116,021-67292299,021-67292288,30.777281,121.360016,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
203,14388,上海爱琴海ID.Store城市展厅,5200101,城市展厅店,上海市闵行区虹井路120弄爱琴海1102-1103号铺,上海市,上海市,闵行区,310112,,,31.173812,121.371603,10:00-22:00,"['市场活动', '线上市场活动', '代理直销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
204,14389,上海安吉斯铭东安汽车销售服务有限公司,2201008,4S店,上海市徐汇区东安路239号2楼,上海市,上海市,徐汇区,310104,4008210821,021-33562088,31.193089,121.454138,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
205,14390,上海百联南方购物中心ID.Store城市展厅,5200115,城市展厅店,上海市闵行区沪闵路7388号,上海市,上海市,闵行区,310112,021-62209696,021-62208866,31.131886,121.400817,10:00-22:00,"['自营', '市场活动', '线上市场活动', '代理直销', 'NGA智慧网销', 'NGA经销商端小程序标签', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
206,14391,上海百联中环ID.Store城市展厅,5200105,城市展厅店,上海市普陀区真光路1288号,上海市,上海市,普陀区,310107,021-51817155,021-61079660,31.246124,121.384062,10:00-22:00,"['代理直销', '智慧网销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
207,14392,上海宝通赢汽车销售服务有限公司,2200909,4S店,上海市宝山区月罗公路2255号,上海市,上海市,宝山区,310113,021-56449833,021-56749358,31.412461,121.354658,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
208,14393,上海长风大悦城ID.Store城市展厅,5200103,城市展厅店,上海市大渡河路196号,上海市,上海市,普陀区,310107,021-69593600,021-69593800,31.223034,121.395858,10:00-22:00,"['自营', '代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
209,14394,上海长泰广场ID.Store城市展厅,5200107,城市展厅店,上海市浦东新区金科路2889号,上海市,上海市,浦东新区,310115,021-50671662,021-58811677,31.20541,121.603399,10:00-22:00,"['代理直销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
210,14395,上海冠众汽车销售服务有限公司,2200106,4S店,上海市浦东新区惠南镇宣黄公路2303号6幢一楼南侧,上海市,上海市,浦东新区,310115,021-61329996,021-61329998,31.02607,121.728483,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
211,14396,上海合生汇ID.Store X城市展厅,5200106,城市展厅店,上海市杨浦区翔殷路1099号,上海市,上海市,杨浦区,310110,4008840078,021-55801660,31.29410812,121.51142334,10:00-22:00,"['代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
212,14397,上海弘途汽车销售服务有限公司,2201904,4S店,上海市奉贤区抚港路1088号,上海市,上海市,奉贤区,310120,021-57151155,021-57153113,30.979972,121.446194,9:00-18:00,"['自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
213,14398,上海江桥万达ID.Store城市展厅,5200108,城市展厅店,上海市嘉定区金沙江西路1051弄,上海市,上海市,嘉定区,310114,021-59578555,021-59571777,31.240654,121.325353,10:00-22:00,"['代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
214,14399,上海静安大融城ID.Store城市展厅,5200110,城市展厅店,上海市静安区沪太路1111弄,上海市,上海市,静安区,310106,021-52841887,021-63636160,31.280352,121.428624,10:00-22:00,"['代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
215,14400,上海静安大悦城ID.Store城市展厅,5200116,城市展厅店,上海市静安区西藏北路198号N109铺位,上海市,上海市,静安区,310106,021-65985588,021-65982598,31.24445,121.471816,10:00-22:00,"['自营', '代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
216,14401,上海宽宇汽车销售服务有限公司,2201805,4S店,上海市青浦区外青松公路4938号3幢,上海市,上海市,青浦区,310118,021-59220899,021-59228989,31.19043,121.118529,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
217,14402,上海龙衡汽车销售服务有限公司,2201601,4S店,上海市松江区乐都路498号,上海市,上海市,松江区,310117,021-57820427,021-57817222,31.013585,121.217175,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
218,14403,上海陆家嘴尚悦湾ID.Store城市展厅,5200102,城市展厅店,上海市银城路66号,上海市,上海市,浦东新区,310115,,021-58480968,31.241466,121.509785,10:00-22:00,"['代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
219,14404,上海浦江万达ID.Store城市展厅,5200111,城市展厅店,上海市闵行区永跃路360号,上海市,上海市,闵行区,310112,021-34666255,021-34666266,31.027328,121.511215,10:00-22:00,"['自营', '代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
220,14405,上海强生汽车贸易有限公司,2200501,4S店,上海市普陀区沪太路800号,上海市,上海市,普陀区,310107,021-56066575,021-56373737,31.266529,121.443179,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
221,14406,上海上汽安吉汽车销售服务有限公司,2200614,4S店,上海市宝山区蕴川路329号,上海市,上海市,宝山区,310113,021-56499610,021-56498670,31.350718,121.435245,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:25,46278
